ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
158298,1830,1499,3450,-2,-6,2,-1951,-49,55,160,422,1322,CRASH_R
158306,1832,1499,3450,2,0,0,-1951,-48,55,160,422,1330,CRASH_R
158316,1838,1517,3450,6,18,0,-1933,-47,55,160,422,1341,CRASH_R
158352,1841,1517,3454,3,0,4,-1937,-48,55,160,422,1381,CRASH_R
158352,1841,1517,3454,3,0,4,-1937,-48,55,160,422,1381,RUN
158360,1850,1509,3452,9,-8,-2,-1943,-48,55,160,422,1391,CRASH_R
158369,1850,1505,3452,0,-4,0,-1947,-48,55,160,422,1400,CRASH_R
158377,1832,1504,3452,-18,-1,0,-1948,-48,55,160,422,1410,CRASH_R
158385,1832,1501,3450,0,-3,-2,-1949,-48,55,160,422,1420,CRASH_R
158393,1832,1498,3450,0,-3,0,-1952,-48,55,160,422,1430,CRASH_R
158401,1832,1498,3441,0,0,-9,-1943,-48,55,160,422,1439,CRASH_R
158409,1832,1494,3441,0,-4,0,-1947,-48,55,160,422,1449,CRASH_R
158419,1832,1488,3438,0,-6,-3,-1950,-48,55,160,422,1462,CRASH_R
158428,1829,1487,3438,-3,-1,0,-1951,-48,55,160,422,1472,CRASH_R
158436,1830,1478,3432,1,-9,-6,-1954,-48,55,160,422,1481,CRASH_R
158444,1829,1478,3432,-1,0,0,-1954,-48,55,160,422,1491,CRASH_R
158479,1829,1481,3431,0,3,-1,-1950,-48,55,160,422,1533,CRASH_R
158479,1829,1481,3431,0,3,-1,-1950,-48,55,160,422,1533,RUN
158488,1829,1499,3414,0,18,-17,-1915,-46,55,160,422,1543,CRASH_R
158496,1830,1504,3404,1,5,-10,-1900,-47,55,160,422,1553,CRASH_R
158504,1831,1505,3404,1,1,0,-1899,-47,55,160,422,1563,CRASH_R
158512,1831,1504,3412,0,-1,8,-1908,-47,55,160,422,1573,CRASH_R
158526,1809,1504,3412,-22,0,0,-1908,-47,55,160,422,1591,CRASH_R
158534,1809,1504,3407,0,0,-5,-1903,-47,55,160,422,1601,CRASH_R
158542,1832,1525,3402,23,21,-5,-1877,-46,55,160,422,1610,CRASH_R
158551,1832,1534,3402,0,9,0,-1868,-46,55,160,422,1620,CRASH_R
158559,1811,1525,3402,-21,-9,0,-1877,-47,55,160,422,1630,CRASH_R
158610,1811,1517,3380,7,-1,-4,-1863,-46,55,138,422,1692,RUN
158691,1827,1501,3414,-1,-1,28,-1913,-49,55,137,422,1763,CRASH_R
158699,1815,1501,3414,-12,0,0,-1913,-47,55,160,422,1770,CRASH_R
158707,1815,1503,3412,0,2,-2,-1909,-47,55,160,422,1777,CRASH_R
158743,1826,1507,3411,11,4,-1,-1904,-47,55,160,422,1813,CRASH_R
158745,1826,1507,3411,11,4,-1,-1904,-47,55,160,422,1815,RUN
158753,1830,1503,3410,4,-4,-1,-1907,-47,55,160,422,1824,CRASH_R
158761,1829,1503,3410,-1,0,0,-1907,-47,55,160,422,1832,CRASH_R
158769,1830,1500,3408,1,-3,-2,-1908,-47,55,160,422,1840,CRASH_R
158777,1829,1500,3413,-1,0,5,-1913,-47,55,160,422,1849,CRASH_R
158785,1831,1506,3410,2,6,-3,-1904,-47,55,160,422,1857,CRASH_R
158794,1831,1506,3410,0,0,0,-1904,-47,55,160,422,1866,CRASH_R
158802,1831,1509,3410,0,3,0,-1901,-47,55,160,422,1874,CRASH_R
158810,1854,1512,3419,23,3,9,-1907,-47,55,160,422,1882,CRASH_R
158818,1854,1512,3427,0,0,8,-1915,-48,55,160,422,1890,CRASH_R
158828,1805,1503,3432,-49,-9,5,-1929,-48,55,160,422,1902,CRASH_R
158837,1805,1503,3432,0,0,0,-1929,-48,55,160,422,1910,CRASH_R
158872,1832,1503,3432,27,0,0,-1929,-48,55,160,422,1946,CRASH_R
158872,1832,1503,3432,27,0,0,-1929,-48,55,160,422,1946,RUN
158880,1835,1502,3432,3,-1,0,-1930,-48,55,160,422,1954,CRASH_R
158888,1854,1501,3442,19,-1,10,-1941,-48,55,160,422,1962,CRASH_R
158896,1854,1501,3457,0,0,15,-1956,-49,55,160,422,1970,CRASH_R
158905,1839,1503,3457,-15,2,0,-1954,-48,55,160,422,1978,CRASH_R
158913,1832,1503,3457,-7,0,0,-1954,-48,55,160,422,1986,CRASH_R
158921,1832,1500,3451,0,-3,-6,-1951,-48,55,160,422,1994,CRASH_R
158931,1832,1497,3450,0,-3,-1,-1953,-48,55,160,422,2004,CRASH_R
158939,1832,1496,3435,0,-1,-15,-1939,-48,55,160,422,2012,CRASH_R
158947,1832,1497,3429,0,1,-6,-1932,-48,55,160,422,2021,CRASH_R
158956,1833,1508,3424,1,11,-5,-1916,-47,55,160,422,2029,CRASH_R
158964,1833,1508,3424,0,0,0,-1916,-47,55,160,422,2038,CRASH_R
158999,1836,1505,3431,3,-3,7,-1926,-48,55,160,422,2075,CRASH_R
158999,1836,1505,3431,3,-3,7,-1926,-48,55,160,422,2075,RUN
159007,1831,1500,3439,-5,-5,8,-1939,-48,55,160,422,2083,CRASH_R
159015,1836,1505,3452,5,5,13,-1947,-48,55,160,422,2091,CRASH_R
159024,1830,1501,3452,-6,-4,0,-1951,-48,55,160,422,2100,CRASH_R
159034,1830,1507,3449,0,6,-3,-1942,-48,55,160,422,2110,CRASH_R
159042,1830,1505,3448,0,-2,-1,-1943,-48,55,160,422,2118,CRASH_R
159050,1829,1505,3448,-1,0,0,-1943,-48,55,160,422,2126,CRASH_R
159058,1830,1502,3448,1,-3,0,-1946,-48,55,160,422,2135,CRASH_R
159066,1832,1502,3454,2,0,6,-1952,-48,55,160,422,2143,CRASH_R
159075,1832,1504,3454,0,2,0,-1950,-48,55,160,422,2151,CRASH_R
159083,1832,1507,3447,0,3,-7,-1940,-48,55,160,422,2159,CRASH_R
159091,1833,1504,3447,1,-3,0,-1943,-48,55,160,422,2167,CRASH_R
159126,1830,1495,3440,-3,-9,-7,-1945,-48,55,160,422,2204,CRASH_R
159126,1830,1495,3440,-3,-9,-7,-1945,-48,55,160,422,2204,RUN
159137,1833,1479,3458,3,-16,18,-1979,-50,55,160,422,2215,CRASH_R
159145,1831,1475,3439,-2,-4,-19,-1964,-48,55,160,422,2224,CRASH_R
159153,1831,1475,3439,0,0,0,-1964,-49,55,160,422,2232,CRASH_R
159161,1831,1477,3434,0,2,-5,-1957,-48,55,160,422,2241,CRASH_R
159169,1830,1502,3434,-1,25,0,-1932,-47,55,160,422,2250,CRASH_R
159177,1829,1502,3434,-1,0,0,-1932,-48,55,160,422,2259,CRASH_R
159186,1829,1502,3435,0,0,1,-1933,-48,55,160,422,2268,CRASH_R
159194,1827,1503,3435,-2,1,0,-1932,-48,55,160,422,2277,CRASH_R
159202,1832,1503,3433,5,0,-2,-1930,-48,55,160,422,2287,CRASH_R
159210,1828,1483,3430,-4,-20,-3,-1947,-49,55,160,422,2296,CRASH_R
159220,1831,1476,3433,3,-7,3,-1957,-49,55,160,422,2308,CRASH_R
159256,1828,1476,3432,-3,0,-1,-1956,-48,55,160,422,2349,CRASH_R
159256,1828,1476,3432,-3,0,-1,-1956,-48,55,160,422,2349,RUN
159264,1831,1477,3433,3,1,1,-1956,-48,55,160,422,2358,CRASH_R
159272,1829,1477,3432,-2,0,-1,-1955,-48,55,160,422,2368,CRASH_R
159280,1831,1478,3427,2,1,-5,-1949,-48,55,160,422,2378,CRASH_R
159288,1839,1508,3427,8,30,0,-1919,-46,55,160,422,2388,CRASH_R
159297,1839,1508,3429,0,0,2,-1921,-48,55,160,422,2397,CRASH_R
159305,1833,1503,3429,-6,-5,0,-1926,-48,55,160,422,2407,CRASH_R
159389,1833,1526,3375,-1,0,-9,-1849,-45,55,135,422,2497,RUN
159443,1832,1504,3413,0,0,39,-1909,-49,55,137,422,2543,CRASH_R
159451,1829,1504,3413,-3,0,0,-1909,-47,55,160,422,2550,CRASH_R
159460,1831,1505,3407,2,1,-6,-1902,-47,55,160,422,2557,CRASH_R
159468,1830,1505,3407,-1,0,0,-1902,-47,55,160,422,2564,CRASH_R
159476,1830,1505,3403,0,0,-4,-1898,-47,55,160,422,2572,CRASH_R
159519,1830,1497,3395,0,-10,0,-1898,-47,55,137,422,2613,RUN
159528,1830,1477,3408,0,-20,13,-1931,-49,55,137,422,2620,CRASH_R
159536,1830,1477,3408,0,0,0,-1931,-48,55,160,422,2627,CRASH_R
159544,1830,1508,3408,0,31,0,-1900,-45,55,160,422,2635,CRASH_R
159552,1828,1508,3410,-2,0,2,-1902,-47,55,160,422,2642,CRASH_R
159562,1834,1509,3412,6,1,2,-1903,-47,55,160,422,2652,CRASH_R
159570,1833,1505,3412,-1,-4,0,-1907,-47,55,160,422,2660,CRASH_R
159578,1833,1505,3410,0,0,-2,-1905,-47,55,160,422,2668,CRASH_R
159587,1833,1480,3409,0,-25,-1,-1929,-48,55,160,422,2677,CRASH_R
159595,1829,1476,3410,-4,-4,1,-1934,-48,55,160,422,2685,CRASH_R
159603,1833,1476,3413,4,0,3,-1937,-48,55,160,422,2693,CRASH_R
159611,1850,1478,3432,17,2,19,-1954,-49,55,160,422,2701,CRASH_R
159646,1850,1480,3432,0,2,0,-1952,-48,55,160,422,2738,CRASH_R
159646,1850,1480,3432,0,2,0,-1952,-48,55,160,422,2738,RUN
159655,1834,1503,3432,-16,23,0,-1929,-47,55,160,422,2747,CRASH_R
159665,1832,1505,3431,-2,2,-1,-1926,-48,55,160,422,2757,CRASH_R
159673,1832,1505,3430,0,0,-1,-1925,-48,55,160,422,2765,CRASH_R
159681,1831,1501,3431,-1,-4,1,-1930,-48,55,160,422,2773,CRASH_R
159689,1831,1501,3438,0,0,7,-1937,-48,55,160,422,2781,CRASH_R
159698,1831,1508,3438,0,7,0,-1930,-48,55,160,422,2789,CRASH_R
159706,1828,1508,3429,-3,0,-9,-1921,-47,55,160,422,2797,CRASH_R
159714,1828,1502,3428,0,-6,-1,-1926,-48,55,160,422,2805,CRASH_R
159722,1831,1502,3429,3,0,1,-1927,-48,55,160,422,2813,CRASH_R
159730,1831,1504,3454,0,2,25,-1950,-49,55,160,422,2821,CRASH_R
159738,1831,1504,3454,0,0,0,-1950,-48,55,160,422,2829,CRASH_R
159776,1831,1504,3454,0,0,0,-1950,-48,55,160,422,2868,CRASH_R
159776,1831,1504,3454,0,0,0,-1950,-48,55,160,422,2868,RUN
159784,1831,1510,3459,0,6,5,-1949,-48,55,160,422,2876,CRASH_R
159792,1831,1510,3459,0,0,0,-1949,-48,55,160,422,2884,CRASH_R
159800,1828,1504,3450,-3,-6,-9,-1946,-48,55,160,422,2892,CRASH_R
159808,1828,1499,3450,0,-5,0,-1951,-48,55,160,422,2900,CRASH_R
159816,1829,1499,3462,1,0,12,-1963,-49,55,160,422,2908,CRASH_R
159825,1832,1507,3473,3,8,11,-1966,-49,55,160,422,2916,CRASH_R
159833,1832,1507,3471,0,0,-2,-1964,-49,55,160,422,2924,CRASH_R
159841,1832,1502,3471,0,-5,0,-1969,-49,55,160,422,2932,CRASH_R
159851,1839,1502,3464,7,0,-7,-1962,-48,55,160,422,2943,CRASH_R
159859,1840,1512,3457,1,10,-7,-1945,-48,55,160,422,2951,CRASH_R
159868,1840,1512,3447,0,0,-10,-1935,-48,55,160,422,2959,CRASH_R
159903,1832,1512,3447,-8,0,0,-1935,-48,55,160,422,2995,CRASH_R
159903,1832,1512,3447,-8,0,0,-1935,-48,55,160,422,2995,RUN
159911,1832,1510,3436,0,-2,-11,-1926,-47,55,160,422,3004,CRASH_R
159919,1830,1506,3454,-2,-4,18,-1948,-49,55,160,422,3012,CRASH_R
159927,1837,1501,3454,7,-5,0,-1953,-48,55,160,422,3020,CRASH_R
159935,1832,1501,3454,-5,0,0,-1953,-48,55,160,422,3029,CRASH_R
159944,1832,1503,3436,0,2,-18,-1933,-47,55,160,422,3038,CRASH_R
159954,1832,1505,3434,0,2,-2,-1929,-48,55,160,422,3049,CRASH_R
159962,1864,1512,3433,32,7,-1,-1921,-47,55,160,422,3057,CRASH_R
159970,1864,1512,3434,0,0,1,-1922,-48,55,160,422,3066,CRASH_R
159978,1839,1512,3436,-25,0,2,-1924,-48,55,160,422,3074,CRASH_R
159986,1829,1508,3436,-10,-4,0,-1928,-48,55,160,422,3084,CRASH_R
159994,1839,1517,3437,10,9,1,-1920,-47,55,160,422,3093,CRASH_R
160030,1830,1508,3423,-9,-9,-14,-1915,-47,55,160,422,3133,CRASH_R
160030,1830,1508,3423,-9,-9,-14,-1915,-47,55,160,422,3133,RUN
160038,1838,1512,3424,8,4,1,-1912,-47,55,160,422,3142,CRASH_R
160046,1830,1505,3424,-8,-7,0,-1919,-48,55,160,422,3152,CRASH_R
160060,1828,1503,3424,-2,-2,0,-1921,-48,55,160,422,3168,CRASH_R
160069,1828,1502,3407,0,-1,-17,-1905,-47,55,160,422,3178,CRASH_R
160077,1828,1503,3405,0,1,-2,-1902,-47,55,160,422,3188,CRASH_R
160085,1831,1506,3407,3,3,2,-1901,-47,55,160,422,3198,CRASH_R
160093,1826,1507,3421,-5,1,14,-1914,-48,55,160,422,3208,CRASH_R
160101,1831,1507,3421,5,0,0,-1914,-47,55,160,422,3218,CRASH_R
160161,1839,1516,3397,9,12,9,-1881,-46,55,136,422,3284,RUN
160293,1841,1488,3389,11,7,3,-1901,-47,55,136,422,3402,RUN
160318,1829,1527,3409,-2,-1,20,-1882,-47,55,136,422,3421,CRASH_R
160326,1831,1525,3409,2,-2,0,-1884,-47,55,160,422,3428,CRASH_R
160343,1829,1505,3409,-2,-20,0,-1904,-48,55,160,422,3444,CRASH_R
160351,1810,1505,3413,-19,0,4,-1908,-47,55,160,422,3452,CRASH_R
160360,1810,1504,3413,0,-1,0,-1909,-47,55,160,422,3459,CRASH_R
160368,1827,1504,3409,17,0,-4,-1905,-47,55,160,422,3467,CRASH_R
160376,1831,1504,3406,4,0,-3,-1902,-47,55,160,422,3476,CRASH_R
160384,1827,1503,3406,-4,-1,0,-1903,-47,55,160,422,3484,CRASH_R
160419,1833,1501,3409,6,-2,3,-1908,-47,55,160,422,3520,CRASH_R
160419,1833,1501,3409,6,-2,3,-1908,-47,55,160,422,3520,RUN
160427,1827,1501,3422,-6,0,13,-1921,-48,55,160,422,3528,CRASH_R
160436,1833,1501,3432,6,0,10,-1931,-48,55,160,422,3537,CRASH_R
160446,1852,1502,3432,19,1,0,-1930,-48,55,160,422,3548,CRASH_R
160455,1852,1506,3421,0,4,-11,-1915,-47,55,160,422,3557,CRASH_R
160463,1831,1506,3421,-21,0,0,-1915,-47,55,160,422,3565,CRASH_R
160471,1830,1506,3433,-1,0,12,-1927,-48,55,160,422,3573,CRASH_R
160479,1829,1502,3435,-1,-4,2,-1933,-48,55,160,422,3581,CRASH_R
160487,1829,1502,3433,0,0,-2,-1931,-48,55,160,422,3589,CRASH_R
160495,1833,1503,3435,4,1,2,-1932,-48,55,160,422,3598,CRASH_R
160503,1834,1503,3430,1,0,-5,-1927,-48,55,160,422,3606,CRASH_R
160511,1834,1505,3450,0,2,20,-1945,-49,55,160,422,3614,CRASH_R
160547,1834,1505,3452,0,0,2,-1947,-48,55,160,422,3650,CRASH_R
160549,1834,1505,3452,0,0,2,-1947,-48,55,160,422,3653,RUN
160558,1834,1505,3452,0,0,0,-1947,-48,55,160,422,3661,CRASH_R
160566,1839,1510,3441,5,5,-11,-1931,-47,55,160,422,3670,CRASH_R
160574,1827,1511,3434,-12,1,-7,-1923,-47,55,160,422,3678,CRASH_R
160582,1841,1529,3429,14,18,-5,-1900,-46,55,160,422,3686,CRASH_R
160590,1855,1529,3429,14,0,0,-1900,-47,55,160,422,3694,CRASH_R
160598,1855,1530,3440,0,1,11,-1910,-48,55,160,422,3702,CRASH_R
160606,1834,1530,3449,-21,0,9,-1919,-48,55,160,422,3710,CRASH_R
160614,1830,1529,3449,-4,-1,0,-1920,-48,55,160,422,3718,CRASH_R
160622,1830,1528,3449,0,-1,0,-1921,-48,55,160,422,3726,CRASH_R
160633,1838,1507,3453,8,-21,4,-1946,-49,55,160,422,3737,CRASH_R
160641,1854,1506,3459,16,-1,6,-1953,-49,55,160,422,3744,CRASH_R
160677,1854,1502,3459,0,-4,0,-1957,-49,55,160,422,3781,CRASH_R
160677,1854,1502,3459,0,-4,0,-1957,-49,55,160,422,3781,RUN
160685,1829,1499,3459,-25,-3,0,-1960,-49,55,160,422,3789,CRASH_R
160693,1829,1502,3458,0,3,-1,-1956,-48,55,160,422,3797,CRASH_R
160701,1829,1506,3451,0,4,-7,-1945,-48,55,160,422,3806,CRASH_R
160709,1829,1506,3451,0,0,0,-1945,-48,55,160,422,3814,CRASH_R
160717,1850,1502,3451,21,-4,0,-1949,-48,55,160,422,3822,CRASH_R
160725,1853,1502,3452,3,0,1,-1950,-48,55,160,422,3831,CRASH_R
160736,1856,1502,3458,3,0,6,-1956,-49,55,160,422,3842,CRASH_R
160744,1856,1508,3458,0,6,0,-1950,-48,55,160,422,3851,CRASH_R
160752,1807,1508,3454,-49,0,-4,-1946,-48,55,160,422,3860,CRASH_R
160760,1807,1504,3454,0,-4,0,-1950,-48,55,160,422,3869,CRASH_R
160768,1832,1504,3454,25,0,0,-1950,-48,55,160,422,3877,CRASH_R
160804,1832,1509,3436,0,5,-18,-1927,-47,55,160,422,3918,CRASH_R
160804,1832,1509,3436,0,5,-18,-1927,-47,55,160,422,3918,RUN
160812,1832,1512,3430,0,3,-6,-1918,-47,55,160,422,3927,CRASH_R
160820,1830,1509,3436,-2,-3,6,-1927,-48,55,160,422,3936,CRASH_R
160828,1809,1508,3429,-21,-1,-7,-1921,-47,55,160,422,3946,CRASH_R
160838,1806,1506,3430,-3,-2,1,-1924,-48,55,160,422,3958,CRASH_R
160847,1806,1507,3427,0,1,-3,-1920,-47,55,160,422,3967,CRASH_R
160855,1815,1502,3420,9,-5,-7,-1918,-47,55,160,422,3976,CRASH_R
160863,1823,1503,3407,8,1,-13,-1904,-47,55,160,422,3986,CRASH_R
160871,1830,1496,3407,7,-7,0,-1911,-47,55,160,422,3996,CRASH_R
160879,1826,1491,3410,-4,-5,3,-1919,-48,55,160,422,4006,CRASH_R
160887,1831,1475,3414,5,-16,4,-1939,-49,55,160,422,4016,CRASH_R
160895,1826,1475,3410,-5,0,-4,-1935,-48,55,160,422,4026,CRASH_R
160931,1831,1478,3404,5,3,-6,-1926,-47,55,160,422,4070,CRASH_R
160931,1831,1478,3404,5,3,-6,-1926,-47,55,160,422,4070,RUN
161062,1829,1527,3387,-3,0,0,-1860,-46,55,136,422,4206,RUN
161070,1829,1505,3407,0,-22,20,-1902,-48,55,136,422,4213,CRASH_R
161079,1829,1505,3407,0,0,0,-1902,-47,55,160,422,4220,CRASH_R
161087,1828,1502,3406,-1,-3,-1,-1904,-47,55,160,422,4228,CRASH_R
161095,1828,1501,3406,0,-1,0,-1905,-47,55,160,422,4236,CRASH_R
161103,1817,1501,3411,-11,0,5,-1910,-47,55,160,422,4245,CRASH_R
161111,1817,1501,3411,0,0,0,-1910,-47,55,160,422,4254,CRASH_R
161119,1827,1500,3407,10,-1,-4,-1907,-47,55,160,422,4264,CRASH_R
161127,1831,1485,3407,4,-15,0,-1922,-48,55,160,422,4273,CRASH_R
161135,1833,1484,3410,2,-1,3,-1926,-48,55,160,422,4283,CRASH_R
161145,1833,1479,3417,0,-5,7,-1938,-48,55,160,422,4296,CRASH_R
161154,1829,1479,3429,-4,0,12,-1950,-49,55,160,422,4306,CRASH_R
161190,1829,1481,3431,0,2,2,-1950,-48,55,160,422,4352,CRASH_R
161190,1829,1481,3431,0,2,2,-1950,-48,55,160,422,4352,RUN
161198,1830,1526,3433,1,45,2,-1907,-45,55,160,422,4362,CRASH_R
161206,1832,1526,3433,2,0,0,-1907,-47,55,160,422,4372,CRASH_R
161214,1830,1510,3427,-2,-16,-6,-1917,-48,55,160,422,4381,CRASH_R
161222,1832,1510,3427,2,0,0,-1917,-47,55,160,422,4390,CRASH_R
161230,1829,1504,3452,-3,-6,25,-1948,-49,55,160,422,4398,CRASH_R
161238,1831,1504,3452,2,0,0,-1948,-48,55,160,422,4405,CRASH_R
161248,1827,1504,3451,-4,0,-1,-1947,-48,55,160,422,4414,CRASH_R
161257,1829,1502,3450,2,-2,-1,-1948,-48,55,160,422,4421,CRASH_R
161265,1826,1501,3450,-3,-1,0,-1949,-48,55,160,422,4427,CRASH_R
161273,1829,1501,3479,3,0,29,-1978,-51,55,160,422,4432,CRASH_R
161281,1826,1504,3479,-3,3,0,-1975,-49,55,160,422,4437,CRASH_R
161317,1841,1512,3476,15,8,-3,-1964,-48,55,160,422,4448,CRASH_R
161317,1841,1512,3476,15,8,-3,-1964,-48,55,160,422,4448,RUN
161325,1826,1514,3471,-15,2,-5,-1957,-48,55,160,422,4448,CRASH_R
161333,1831,1527,3471,5,13,0,-1944,-48,55,160,422,4448,CRASH_R
161341,1831,1529,3471,0,2,0,-1942,-48,55,160,423,4448,CRASH_R
161351,1836,1529,3470,5,0,-1,-1941,-48,55,160,423,4448,CRASH_R
161360,1836,1534,3470,0,5,0,-1936,-48,55,160,423,4448,CRASH_R
161368,1834,1529,3470,-2,-5,0,-1941,-48,55,160,423,4448,CRASH_R
161376,1831,1506,3474,-3,-23,4,-1968,-50,55,160,423,4449,CRASH_R
161384,1831,1504,3472,0,-2,-2,-1968,-49,55,160,423,4449,CRASH_R
161392,1831,1504,3474,0,0,2,-1970,-49,55,160,424,4449,CRASH_R
161400,1831,1503,3472,0,-1,-2,-1969,-49,55,160,424,4449,CRASH_R
161408,1830,1505,3476,-1,2,4,-1971,-49,55,160,424,4449,CRASH_R
161444,1830,1504,3476,0,-1,0,-1972,-49,55,160,424,4449,CRASH_R
161444,1830,1504,3476,0,-1,0,-1972,-49,55,160,424,4449,RUN
161454,1826,1505,3480,-4,1,4,-1975,-49,55,160,424,4449,CRASH_R
161462,1832,1504,3486,6,-1,6,-1982,-49,55,160,424,4449,CRASH_R
161471,1853,1500,3486,21,-4,0,-1986,-49,55,160,424,4449,CRASH_R
161479,1853,1499,3477,0,-1,-9,-1978,-49,55,160,424,4449,CRASH_R
161487,1836,1499,3476,-17,0,-1,-1977,-49,55,160,424,4449,CRASH_R
161495,0,0,0,0,0,0,0,0,0,0,0,0,STOP
