ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
135649,425,1960,3896,6,37,-3,-1936,-46,55,160,936,1997,CRASH_R
135650,425,1960,3896,6,37,-3,-1936,-46,55,160,936,1997,RUN
135658,438,1967,3886,13,7,-10,-1919,-47,55,160,940,2010,CRASH_R
135666,441,2009,3884,3,42,-2,-1875,-44,55,160,945,2023,CRASH_R
135674,438,2009,3886,-3,0,2,-1877,-46,55,160,949,2035,CRASH_R
135682,438,2009,3883,0,0,-3,-1874,-46,55,160,954,2048,CRASH_R
135690,437,2008,3881,-1,-1,-2,-1873,-46,55,160,958,2061,CRASH_R
135698,438,2011,3880,1,3,-1,-1869,-46,55,160,962,2073,CRASH_R
135706,467,2071,3880,29,60,0,-1809,-41,55,160,965,2085,CRASH_R
135714,468,2079,3880,1,8,0,-1801,-44,55,160,969,2097,CRASH_R
135725,468,2079,3880,0,0,0,-1801,-45,55,160,974,2113,CRASH_R
135733,462,2081,3852,-6,2,-28,-1771,-43,55,160,979,2126,CRASH_R
135741,442,2083,3851,-20,2,-1,-1768,-44,55,160,982,2138,CRASH_R
135777,439,2109,3847,-3,26,-4,-1738,-41,55,160,999,2192,CRASH_R
135777,439,2109,3847,-3,26,-4,-1738,-41,55,160,999,2192,RUN
135785,439,2153,3743,0,44,-104,-1590,-34,55,160,1003,2204,CRASH_R
135793,464,2153,3741,25,0,-2,-1588,-39,55,160,1008,2216,CRASH_R
135801,464,2153,3741,0,0,0,-1588,-39,55,160,1012,2228,CRASH_R
135809,465,2156,3736,1,3,-5,-1580,-39,55,160,1016,2240,CRASH_R
135817,465,2156,3626,0,0,-110,-1470,-33,55,160,1020,2252,CRASH_R
135828,465,2156,3618,0,0,-8,-1462,-36,55,160,1026,2267,CRASH_R
135836,488,2198,3618,23,42,0,-1420,-33,55,160,1030,2279,CRASH_R
135844,488,2198,3618,0,0,0,-1420,-35,55,160,1033,2291,CRASH_R
135852,469,2198,3616,-19,0,-2,-1418,-35,55,160,1037,2303,CRASH_R
135860,469,2215,3467,0,17,-149,-1252,-26,55,160,1041,2314,CRASH_R
135868,487,2221,3455,18,6,-12,-1234,-30,55,160,1045,2325,CRASH_R
135904,488,2223,3451,1,2,-4,-1228,-30,55,160,1062,2376,CRASH_R
135904,488,2223,3451,1,2,-4,-1228,-30,55,160,1062,2376,RUN
136036,620,2367,3008,10,8,-11,-641,-15,150,170,1180,2581,RUN
136169,709,2526,2661,0,0,-9,-135,-3,167,170,1374,2818,RUN
136295,788,2705,239,23,1,10,2466,60,170,70,1600,2990,RUN
136428,707,2744,630,-3,-6,-22,2114,53,170,77,1831,3106,RUN
136561,767,2654,582,3,-5,4,2072,51,170,79,2052,3209,RUN
136693,919,2469,1219,2,-33,4,1250,30,160,100,2265,3324,RUN
136826,1058,2236,1155,29,-15,-4,1081,26,156,104,2477,3456,RUN
136958,1197,2023,1185,24,-7,0,838,20,150,110,2687,3602,RUN
137091,1386,1862,1149,1,-5,-6,713,17,141,107,2886,3753,RUN
137223,1662,1480,1135,29,1,-1,345,8,111,95,3060,3887,RUN
137356,1945,2201,1133,45,0,-3,1068,26,109,57,3195,3981,RUN
137488,2139,2215,1168,31,100,9,1047,31,104,55,3303,4041,RUN
137615,2272,2527,1208,23,1,0,1319,33,99,55,3390,4084,RUN
137712,2370,2919,1263,4,142,1,1656,49,99,55,3454,4114,CRASH_L
137747,2376,2924,1263,6,5,0,1661,41,102,55,3484,4125,RUN
137756,2412,3050,1267,36,126,4,1783,51,102,55,3491,4128,CRASH_L
137796,2412,3179,1306,0,132,-2,1873,54,102,55,3527,4142,CRASH_L
137836,2411,3333,1338,0,136,9,1995,56,106,55,3562,4157,CRASH_L
137880,2412,3346,1379,1,13,40,1967,47,106,55,3598,4173,RUN
137888,2412,3484,1382,0,138,3,2102,59,106,55,3605,4176,CRASH_L
137896,2412,3488,1382,0,4,0,2106,52,160,55,3612,4179,CRASH_L
137904,2437,3488,1382,25,0,0,2106,52,160,55,3620,4181,CRASH_L
137918,2437,3492,1377,0,4,-5,2115,53,160,55,3633,4187,CRASH_L
137927,2433,3612,1378,-4,120,1,2234,60,160,55,3642,4190,CRASH_L
137935,2428,3612,1378,-5,0,0,2234,55,160,55,3651,4193,CRASH_L
137943,2428,3614,1397,0,2,19,2217,54,160,55,3660,4196,CRASH_L
137951,2414,3614,1400,-14,0,3,2214,55,160,55,3669,4199,CRASH_L
137959,2407,3759,1400,-7,145,0,2359,60,160,55,3678,4202,CRASH_L
137967,2388,3759,1399,-19,0,-1,2360,59,160,55,3688,4206,CRASH_L
137975,2387,3751,1399,-1,-8,0,2352,58,160,55,3698,4209,CRASH_L
138011,2368,3751,1454,-19,0,55,2297,54,160,55,3746,4225,CRASH_L
138011,2368,3751,1454,-19,0,55,2297,54,160,55,3746,4225,RUN
138021,2345,3872,1496,-23,121,42,2376,60,160,55,3761,4230,CRASH_L
138030,2294,3874,1496,-51,2,0,2378,59,160,55,3772,4234,CRASH_L
138038,2292,3876,1491,-2,2,-5,2385,59,160,55,3784,4237,CRASH_L
138046,2226,3896,1491,-66,20,0,2405,60,160,55,3796,4241,CRASH_L
138054,2222,3900,1498,-4,4,7,2402,59,160,55,3808,4245,CRASH_L
138062,2199,3900,1543,-23,0,45,2357,56,160,55,3820,4248,CRASH_L
138070,2199,3900,1543,0,0,0,2357,58,160,55,3832,4252,CRASH_L
138078,2132,3899,1543,-67,-1,0,2356,58,160,55,3844,4256,CRASH_L
138086,2132,3900,1547,0,1,4,2353,58,160,55,3856,4260,CRASH_L
138094,2109,3900,1562,-23,0,15,2338,58,160,55,3868,4264,CRASH_L
138105,2108,3901,1559,-1,1,-3,2342,58,160,55,3884,4270,CRASH_L
138141,2066,3901,1562,-42,0,3,2339,58,160,55,3938,4288,CRASH_L
138141,2066,3901,1562,-42,0,3,2339,58,160,55,3938,4288,RUN
138149,1943,3901,1607,-123,0,45,2294,54,160,55,3950,4292,CRASH_L
138157,1942,3900,1607,-1,-1,0,2293,57,160,55,3963,4296,CRASH_L
138165,1886,3901,1605,-56,1,-2,2296,57,160,55,3976,4301,CRASH_L
138173,1875,3901,1603,-11,0,-2,2298,57,160,55,3988,4305,CRASH_L
138181,1757,3901,1603,-118,0,0,2298,57,160,55,4002,4309,CRASH_L
138189,1690,3901,1676,-67,0,73,2225,51,160,55,4015,4313,CRASH_L
138197,1689,3900,1676,-1,-1,0,2224,55,160,55,4028,4317,CRASH_L
138208,1609,3904,1676,-80,4,0,2228,55,160,55,4045,4322,CRASH_L
138216,1594,3906,1684,-15,2,8,2222,55,160,55,4058,4326,CRASH_L
138224,1496,3906,1689,-98,0,5,2217,55,160,55,4072,4330,CRASH_L
138232,1495,3901,1727,-1,-5,38,2174,52,160,55,4084,4335,CRASH_L
138268,1399,3901,1727,-96,0,0,2174,54,160,55,4142,4353,CRASH_L
138268,1399,3901,1727,-96,0,0,2174,54,160,55,4142,4353,RUN
138276,1249,3901,1763,-150,0,36,2138,51,160,55,4155,4357,CRASH_L
138284,1232,3901,1771,-17,0,8,2130,53,160,55,4168,4361,CRASH_L
138292,1163,3899,1771,-69,-2,0,2128,53,160,55,4182,4366,CRASH_L
138300,1160,3899,1771,-3,0,0,2128,53,160,55,4194,4370,CRASH_L
138333,1051,3899,1771,-109,0,0,2128,53,160,55,4250,4388,CRASH_L
138341,932,3899,1843,-119,0,72,2056,47,160,55,4262,4393,CRASH_L
138349,862,3899,1844,-70,0,1,2055,51,160,55,4276,4397,CRASH_L
138357,856,3902,1880,-6,3,36,2022,48,160,55,4289,4401,CRASH_L
138365,795,3902,1890,-61,0,10,2012,50,160,55,4302,4406,CRASH_L
138401,786,3900,1890,-9,-2,0,2010,50,160,55,4360,4426,CRASH_L
138401,786,3900,1890,-9,-2,0,2010,50,160,55,4360,4426,RUN
138409,629,3899,1903,-157,-1,13,1996,49,160,55,4373,4431,CRASH_L
138417,514,3900,1912,-115,1,9,1988,49,160,55,4386,4435,CRASH_L
138425,508,3901,1912,-6,1,0,1989,49,160,55,4400,4439,CRASH_L
138436,392,3901,1912,-116,0,0,1989,49,160,55,4416,4445,CRASH_L
138444,392,3901,1979,0,0,67,1922,44,160,55,4429,4450,CRASH_L
138452,392,3901,1979,0,0,0,1922,48,160,55,4442,4455,CRASH_L
138460,392,3905,1984,0,4,5,1921,47,160,55,4455,4459,CRASH_L
138468,372,3905,1984,-20,0,0,1921,48,160,55,4468,4463,CRASH_L
138476,372,3901,1987,0,-4,3,1914,47,160,55,4481,4467,CRASH_L
138484,387,3901,2018,15,0,31,1883,45,160,55,4494,4472,CRASH_L
138492,401,3901,2031,14,0,13,1870,46,160,55,4506,4476,CRASH_L
138528,406,3908,2032,5,7,1,1876,47,160,55,4564,4495,CRASH_L
138528,406,3908,2032,5,7,1,1876,47,160,55,4564,4495,RUN
138543,406,3901,2099,0,-7,67,1802,41,160,55,4588,4503,CRASH_L
138551,376,3906,2101,-30,5,2,1805,45,160,55,4600,4507,CRASH_L
138559,369,3901,2111,-7,-5,10,1790,44,160,55,4614,4511,CRASH_L
138567,376,3894,2169,7,-7,58,1725,39,160,55,4626,4515,CRASH_L
138575,416,3893,2172,40,-1,3,1721,42,160,55,4640,4520,CRASH_L
138583,416,3830,2172,0,-63,0,1658,39,160,55,4653,4524,CRASH_L
138591,325,3826,2172,-91,-4,0,1654,41,160,55,4666,4528,CRASH_L
138599,319,3826,2181,-6,0,9,1645,40,160,55,4678,4532,CRASH_L
138607,295,3813,2260,-24,-13,79,1553,34,160,55,4691,4536,CRASH_L
138616,290,3806,2260,-5,-7,0,1546,38,160,55,4704,4540,CRASH_L
138625,272,3639,2260,-18,-167,0,1379,29,160,55,4720,4545,CRASH_L
138661,269,3633,2263,-3,-6,3,1370,33,160,55,4777,4563,CRASH_L
138661,269,3633,2263,-3,-6,3,1370,33,160,55,4777,4563,RUN
138669,269,3405,2322,0,-228,59,1083,17,160,55,4790,4567,CRASH_L
138678,269,3402,2327,0,-3,5,1075,26,160,55,4802,4571,CRASH_L
138794,441,3000,2449,74,-1,6,551,13,165,110,5006,4693,RUN
138926,537,2546,2761,0,0,84,-215,-9,161,170,5256,4910,RUN
138983,565,2360,2981,0,0,107,-621,-21,157,170,5364,5017,CRASH_R
139023,609,2270,3063,24,1,81,-793,-24,150,170,5433,5096,CRASH_R
139059,610,2270,3073,1,0,10,-803,-20,150,170,5483,5165,RUN
139069,610,2227,3183,0,-43,110,-956,-31,150,170,5498,5185,CRASH_R
139110,659,2177,3277,0,1,79,-1100,-31,145,170,5556,5261,CRASH_R
139150,500,2225,3365,-88,0,82,-1140,-32,144,170,5611,5335,CRASH_R
139186,485,2230,3378,-15,5,13,-1148,-28,142,170,5650,5399,RUN
139194,373,2219,3411,-112,-11,33,-1192,-31,142,170,5659,5413,CRASH_R
139202,346,2229,3414,-27,10,3,-1185,-29,55,160,5668,5427,CRASH_R
139210,346,2223,3411,0,-6,-3,-1188,-29,55,160,5677,5441,CRASH_R
139218,319,2224,3413,-27,1,2,-1189,-29,55,160,5684,5455,CRASH_R
139226,317,2223,3413,-2,-1,0,-1190,-29,55,160,5692,5469,CRASH_R
139234,274,2224,3455,-43,1,42,-1231,-33,55,160,5698,5482,CRASH_R
139245,274,2235,3455,0,11,0,-1220,-30,55,160,5707,5500,CRASH_R
139253,294,2246,3450,20,11,-5,-1204,-29,55,160,5714,5514,CRASH_R
139261,296,2249,3450,2,3,0,-1201,-29,55,160,5720,5527,CRASH_R
139269,322,2246,3458,26,-3,8,-1212,-30,55,160,5726,5541,CRASH_R
139277,322,2243,3486,0,-3,28,-1243,-32,55,160,5732,5554,CRASH_R
139313,318,2243,3486,-4,0,0,-1243,-31,55,160,5757,5611,CRASH_R
139313,318,2243,3486,-4,0,0,-1243,-31,55,160,5757,5611,RUN
139321,318,2279,3453,0,36,-33,-1174,-26,55,160,5762,5624,CRASH_R
139329,318,2286,3453,0,7,0,-1167,-28,55,160,5768,5637,CRASH_R
139337,320,2338,3453,2,52,0,-1115,-25,55,160,5773,5649,CRASH_R
139347,318,2339,3455,-2,1,2,-1116,-27,55,160,5780,5665,CRASH_R
139356,320,2338,3450,2,-1,-5,-1112,-27,55,160,5784,5678,CRASH_R
139364,321,2339,3449,1,1,-1,-1110,-27,55,160,5790,5691,CRASH_R
139372,327,2348,3449,6,9,0,-1101,-27,55,160,5794,5704,CRASH_R
139380,343,2385,3451,16,37,2,-1066,-24,55,160,5800,5716,CRASH_R
139388,343,2385,3451,0,0,0,-1066,-26,55,160,5804,5729,CRASH_R
139440,346,2386,3328,17,3,-18,-942,-22,148,170,5854,5811,RUN
139520,415,2503,3193,0,-4,49,-690,-20,150,170,5962,5952,CRASH_R
139572,388,2573,3178,-1,71,-12,-605,-10,150,170,6038,6050,RUN
139705,438,2664,3016,1,4,-3,-352,-8,150,170,6251,6301,RUN
139831,516,2752,2838,0,7,-6,-86,-1,169,170,6476,6543,RUN
139964,600,2879,2707,13,8,-48,172,5,170,165,6730,6797,RUN
139972,631,2932,2699,31,53,-8,233,8,170,165,6746,6813,CRASH_L
140097,584,3006,2656,-9,0,0,350,8,170,150,6984,7032,RUN
140169,589,3047,2622,2,46,0,425,13,170,150,7124,7157,CRASH_L
140229,585,3043,2624,-4,-3,-2,419,10,170,150,7238,7253,RUN
140362,636,2941,2555,0,-14,-3,386,9,170,150,7493,7470,RUN
140494,775,2891,925,0,-29,4,1966,48,170,82,7736,7637,RUN
140627,881,2658,1560,0,-4,-2,1098,27,157,103,7964,7785,RUN
140759,1009,2385,1427,6,-1,-46,958,25,155,105,8188,7935,RUN
140886,1156,2168,1358,18,-4,0,810,20,150,110,8407,8084,RUN
141018,1307,1886,1306,3,-5,-2,580,14,143,115,8619,8241,RUN
141151,1687,1573,1229,45,0,-6,344,8,109,93,8806,8391,RUN
141283,1986,2112,1208,36,-106,-2,904,19,100,62,8954,8493,RUN
141416,2069,2367,1235,0,6,0,1132,28,105,55,9072,8557,RUN
141548,2182,2756,1305,0,0,11,1451,35,106,55,9187,8610,RUN
141589,2176,3002,1352,-2,137,1,1650,48,108,55,9222,8625,CRASH_L
141629,2178,3132,1382,0,136,0,1750,51,111,55,9259,8641,CRASH_L
141681,2175,3147,1445,-3,14,12,1702,42,113,55,9309,8662,RUN
141689,2164,3280,1451,-11,133,6,1829,52,113,55,9316,8665,CRASH_L
141711,2154,3409,1452,0,94,0,1957,54,120,55,9337,8673,CRASH_L
141719,2154,3410,1452,0,1,0,1958,48,160,55,9345,8677,CRASH_L
141728,2148,3410,1479,-6,0,27,1931,46,160,55,9354,8680,CRASH_L
141736,2139,3418,1479,-9,8,0,1939,48,160,55,9363,8683,CRASH_L
141744,2130,3423,1479,-9,5,0,1944,48,160,55,9373,8686,CRASH_L
141752,2108,3423,1473,-22,0,-6,1950,48,160,55,9382,8689,CRASH_L
141760,2108,3546,1473,0,123,0,2073,58,160,55,9392,8693,CRASH_L
141768,2110,3558,1532,2,12,59,2026,47,160,55,9402,8696,CRASH_L
141776,2110,3558,1532,0,0,0,2026,50,160,55,9413,8699,CRASH_L
141812,2069,3558,1538,-41,0,6,2020,50,160,55,9462,8716,CRASH_L
141814,2069,3558,1538,-41,0,6,2020,50,160,55,9466,8717,RUN
141822,1994,3633,1556,-75,75,18,2077,55,160,55,9477,8721,CRASH_L
141830,1931,3642,1572,-63,9,16,2070,51,160,55,9489,8725,CRASH_L
141838,1925,3776,1561,-6,134,-11,2215,60,160,55,9501,8729,CRASH_L
141847,1879,3776,1581,-46,0,20,2195,54,160,55,9512,8733,CRASH_L
141855,1877,3776,1603,-2,0,22,2173,53,160,55,9525,8737,CRASH_L
141863,1832,3779,1612,-45,3,9,2167,53,160,55,9537,8741,CRASH_L
141871,1832,3783,1609,0,4,-3,2174,54,160,55,9549,8744,CRASH_L
141879,1812,3895,1614,-20,112,5,2281,60,160,55,9561,8749,CRASH_L
141887,1811,3897,1614,-1,2,0,2283,57,160,55,9573,8753,CRASH_L
141897,1719,3899,1674,-92,2,60,2225,52,160,55,9590,8758,CRASH_L
141906,1713,3897,1674,-6,-2,0,2223,55,160,55,9602,8762,CRASH_L
141941,1636,3899,1674,-77,2,0,2225,55,160,55,9656,8780,CRASH_L
141941,1636,3899,1674,-77,2,0,2225,55,160,55,9656,8780,RUN
141949,1571,3901,1721,-65,2,47,2180,52,160,55,9669,8784,CRASH_L
141957,1529,3901,1721,-42,0,0,2180,54,160,55,9682,8789,CRASH_L
141966,1524,3900,1721,-5,-1,0,2179,54,160,55,9694,8793,CRASH_L
141974,1454,3900,1725,-70,0,4,2175,54,160,55,9708,8797,CRASH_L
141982,1450,3901,1791,-4,1,66,2110,49,160,55,9720,8801,CRASH_L
141990,1379,3902,1791,-71,1,0,2111,52,160,55,9734,8805,CRASH_L
142000,1371,3901,1785,-8,-1,-6,2116,53,160,55,9750,8810,CRASH_L
142009,1308,3902,1785,-63,1,0,2117,52,160,55,9764,8815,CRASH_L
142017,1306,3902,1868,-2,0,83,2034,46,160,55,9776,8819,CRASH_L
142025,1270,3902,1869,-36,0,1,2033,50,160,55,9789,8823,CRASH_L
142033,1253,3901,1868,-17,-1,-1,2033,50,160,55,9802,8828,CRASH_L
142068,1216,3901,1869,-37,0,1,2032,50,160,55,9858,8846,CRASH_L
142068,1216,3901,1869,-37,0,1,2032,50,160,55,9858,8846,RUN
142076,1026,3901,1933,-190,0,64,1968,45,160,55,9871,8850,CRASH_L
142085,910,3900,1933,-116,-1,0,1967,49,160,55,9884,8854,CRASH_L
142093,908,3900,1933,-2,0,0,1967,49,160,55,9897,8858,CRASH_L
142103,729,3914,1973,-179,14,40,1941,46,160,55,9914,8864,CRASH_L
142111,717,3915,1983,-12,1,10,1932,48,160,55,9928,8868,CRASH_L
142119,562,3915,1983,-155,0,0,1932,48,160,55,9940,8873,CRASH_L
142128,562,3898,1962,0,-17,-21,1936,48,160,55,9953,8877,CRASH_L
142136,416,3894,1962,-146,-4,0,1932,48,160,55,9966,8881,CRASH_L
142144,414,3894,2009,-2,0,47,1885,44,160,55,9978,8886,CRASH_L
142152,302,3902,2011,-112,8,2,1891,47,160,55,9990,8890,CRASH_L
142160,302,3902,2011,0,0,0,1891,47,160,55,10003,8894,CRASH_L
142195,347,3899,2011,45,-3,0,1888,47,160,55,10058,8913,CRASH_L
142196,347,3899,2011,45,-3,0,1888,47,160,55,10058,8913,RUN
142206,439,3897,2054,92,-2,43,1843,43,160,55,10074,8918,CRASH_L
142214,508,3883,2054,69,-14,0,1829,45,160,55,10087,8922,CRASH_L
142222,512,3881,2054,4,-2,0,1827,45,160,55,10099,8927,CRASH_L
142230,535,3881,2105,23,0,51,1776,41,160,55,10112,8931,CRASH_L
142238,538,3892,2107,3,11,2,1785,44,160,55,10124,8935,CRASH_L
142246,537,3892,2105,-1,0,-2,1787,44,160,55,10137,8939,CRASH_L
142255,537,3837,2102,0,-55,-3,1735,41,160,55,10149,8944,CRASH_L
142263,490,3833,2102,-47,-4,0,1731,43,160,55,10161,8948,CRASH_L
142271,490,3833,2202,0,0,100,1631,35,160,55,10172,8953,CRASH_L
142279,488,3833,2202,-2,0,0,1631,40,160,55,10183,8957,CRASH_L
142289,502,3829,2200,14,-4,-2,1629,40,160,55,10198,8961,CRASH_L
142325,488,3780,2200,-14,-49,0,1580,38,160,55,10254,8979,CRASH_L
142325,488,3780,2200,-14,-49,0,1580,38,160,55,10254,8979,RUN
142333,481,3779,2229,-7,-1,29,1550,37,160,55,10266,8983,CRASH_L
142341,440,3697,2239,-41,-82,10,1458,33,160,55,10278,8987,CRASH_L
142349,440,3692,2331,0,-5,92,1361,28,160,55,10291,8991,CRASH_L
142357,437,3692,2331,-3,0,0,1361,34,160,55,10304,8995,CRASH_L
142366,440,3696,2326,3,4,-5,1370,34,160,55,10316,8999,CRASH_L
142374,440,3696,2326,0,0,0,1370,34,160,55,10328,9004,CRASH_L
142382,440,3582,2328,0,-114,2,1254,27,160,55,10341,9008,CRASH_L
142395,427,3577,2343,-13,-5,15,1234,30,160,55,10363,9015,CRASH_L
142404,421,3573,2443,-6,-4,100,1130,22,160,55,10376,9020,CRASH_L
142412,421,3573,2443,0,0,0,1130,28,160,55,10388,9024,CRASH_L
142420,440,3573,2440,19,0,-3,1133,28,160,55,10400,9028,CRASH_L
142456,440,3421,2440,0,-152,0,981,19,160,55,10456,9046,CRASH_L
142456,440,3421,2440,0,-152,0,981,19,160,55,10456,9046,RUN
142588,432,2978,2654,0,-20,61,324,4,170,150,10680,9196,RUN
142685,448,2670,2924,9,-4,119,-254,-12,165,170,10865,9366,CRASH_R
142721,449,2670,2929,1,0,5,-259,-6,150,170,10916,9434,RUN
142769,489,2543,3020,2,-8,61,-477,-15,150,170,10992,9524,CRASH_R
142847,516,2537,3023,4,-9,4,-486,-12,150,170,11114,9671,RUN
142896,538,2524,3092,0,0,54,-568,-17,150,170,11198,9766,CRASH_R
142980,562,2480,3107,0,-2,0,-627,-15,150,170,11338,9930,RUN
143113,662,2454,3173,0,0,-1,-719,-17,150,170,11572,10197,RUN
143245,798,2411,1401,7,-26,0,1010,24,154,106,11811,10422,RUN
143377,936,2242,1309,3,-10,-66,933,25,155,105,12038,10595,RUN
143510,1080,2076,1185,28,-6,-3,891,22,152,108,12258,10757,RUN
143642,1243,1891,1136,5,-3,-3,755,18,148,112,12476,10920,RUN
143775,1495,1722,1007,2,-5,-4,715,17,132,98,12674,11075,RUN
143907,1781,1981,915,17,404,-1,1066,48,142,55,12828,11195,RUN
144034,2023,2023,898,30,-81,6,1125,25,104,55,12939,11260,RUN
144167,2164,2187,1087,0,5,49,1100,25,97,55,13035,11308,RUN
144299,2288,2520,1151,12,23,15,1369,34,100,55,13130,11357,RUN
144388,2367,2902,1186,0,128,1,1716,49,101,55,13197,11391,CRASH_L
144432,2402,2924,1187,20,13,0,1737,43,103,55,13233,11408,RUN
144440,2436,3015,1209,34,91,22,1806,49,103,55,13239,11411,CRASH_L
144472,2454,3172,1229,19,145,17,1943,55,103,55,13267,11423,CRASH_L
144512,2507,3335,1235,10,152,0,0,0,0,0,13302,11439,FRONT
144572,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
145083,2497,3335,1261,2497,3335,1261,0,0,0,0,489,-460,FRONT
145143,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
145635,2274,2494,1567,2274,2494,1567,0,0,0,0,489,-468,FRONT
145698,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
146164,908,2154,1842,908,2154,1842,312,24,154,106,489,-467,RUN
146264,936,1897,1916,0,-89,0,-19,-3,127,133,561,-424,RUN
146365,1032,1730,1889,0,-3,0,-159,-4,126,134,666,-323,RUN
146465,1129,1625,1869,5,0,3,-244,-6,124,136,786,-203,RUN
146597,1378,1431,2007,40,-3,0,-576,-14,110,138,951,-22,RUN
146730,1693,1284,1588,51,0,3,-304,-7,94,108,1106,151,RUN
146862,2049,1101,2681,12,11,9,-1580,-39,55,117,1206,306,RUN
146870,2083,1138,2929,34,37,248,-1791,-56,55,117,1211,315,CRASH_R
146894,2103,1208,3212,-5,6,273,-2004,-60,55,115,1225,341,CRASH_R
146935,2133,1260,3444,4,0,212,-2184,-60,55,121,1247,386,CRASH_R
146945,2131,1256,3444,-2,-4,0,-2188,-54,55,160,1253,398,CRASH_R
146953,2131,1256,3442,0,0,-2,-2186,-54,55,160,1258,408,CRASH_R
146989,2131,1258,3442,0,2,0,-2184,-54,55,160,1275,455,CRASH_R
146989,2131,1258,3442,0,2,0,-2184,-54,55,160,1275,455,RUN
146997,2127,1305,3635,-4,47,193,-2330,-60,55,160,1279,466,CRASH_R
147005,2112,1310,3646,-15,5,11,-2336,-58,55,160,1283,478,CRASH_R
147013,2110,1361,3837,-2,51,191,-2476,-60,55,160,1287,490,CRASH_R
147021,2103,1361,3837,-7,0,0,-2476,-60,55,160,1291,502,CRASH_R
147030,2103,1361,3836,0,0,-1,-2475,-60,55,160,1295,514,CRASH_R
147038,2092,1361,3836,-11,0,0,-2475,-60,55,160,1300,526,CRASH_R
147048,2087,1362,3840,-5,1,4,-2478,-60,55,160,1305,542,CRASH_R
147056,2068,1410,3894,-19,48,54,-2484,-60,55,160,1309,553,CRASH_R
147064,2063,1410,3896,-5,0,2,-2486,-60,55,160,1314,565,CRASH_R
147072,2038,1408,3897,-25,-2,1,-2489,-60,55,160,1318,577,CRASH_R
147081,2029,1408,3896,-9,0,-1,-2488,-60,55,160,1322,589,CRASH_R
147116,1986,1408,3897,-43,0,1,-2489,-60,55,160,1345,651,CRASH_R
147123,1986,1408,3897,-43,0,1,-2489,-60,55,160,1345,652,RUN
147131,1945,1477,3896,-41,69,-1,-2419,-56,55,160,1350,664,CRASH_R
147139,1926,1527,3897,-19,50,1,-2370,-56,55,160,1355,676,CRASH_R
147147,1919,1527,3897,-7,0,0,-2370,-59,55,160,1359,688,CRASH_R
147163,1926,1524,3897,7,-3,0,-2373,-59,55,160,1367,710,CRASH_R
147171,1945,1524,3897,19,0,0,-2373,-59,55,160,1369,721,CRASH_R
147179,1952,1507,3897,7,-17,0,-2390,-60,55,160,1371,732,CRASH_R
147188,1952,1504,3898,0,-3,1,-2394,-59,55,160,1371,742,CRASH_R
147196,1960,1503,3898,8,-1,0,-2395,-59,55,160,1372,752,CRASH_R
147204,1973,1503,3898,13,0,0,-2395,-59,55,160,1372,762,CRASH_R
147212,1985,1503,3897,12,0,-1,-2394,-59,55,160,1372,771,CRASH_R
147247,1985,1503,3899,0,0,2,-2396,-59,55,160,1372,810,CRASH_R
147247,1985,1503,3899,0,0,2,-2396,-59,55,160,1372,810,RUN
147256,1985,1499,3900,0,-4,1,-2401,-60,55,160,1372,818,CRASH_R
147266,1971,1486,3900,-14,-13,0,-2414,-60,55,160,1372,830,CRASH_R
147274,1975,1482,3900,4,-4,0,-2418,-60,55,160,1372,838,CRASH_R
147282,1970,1482,3898,-5,0,-2,-2416,-60,55,160,1372,846,CRASH_R
147290,1973,1483,3907,3,1,9,-2424,-60,55,160,1372,854,CRASH_R
147299,1968,1485,3897,-5,2,-10,-2412,-59,55,160,1372,862,CRASH_R
147307,1973,1488,3909,5,3,12,-2421,-60,55,160,1372,870,CRASH_R
147315,1969,1485,3897,-4,-3,-12,-2412,-60,55,160,1372,878,CRASH_R
147323,1970,1488,3909,1,3,12,-2421,-60,55,160,1372,886,CRASH_R
147331,1970,1482,3897,0,-6,-12,-2415,-60,55,160,1372,894,CRASH_R
147339,1987,1482,3897,17,0,0,-2415,-60,55,160,1372,902,CRASH_R
147377,1987,1482,3897,0,0,0,-2415,-60,55,160,1372,938,CRASH_R
147377,1987,1482,3897,0,0,0,-2415,-60,55,160,1372,938,RUN
147385,1968,1506,3895,-19,24,-2,-2389,-58,55,160,1372,946,CRASH_R
147393,1968,1506,3898,0,0,3,-2392,-59,55,160,1372,953,CRASH_R
147402,1968,1507,3898,0,1,0,-2391,-59,55,160,1372,961,CRASH_R
147410,1969,1506,3899,1,-1,1,-2393,-59,55,160,1372,969,CRASH_R
147418,1970,1506,3899,1,0,0,-2393,-59,55,160,1372,977,CRASH_R
147426,1969,1505,3898,-1,-1,-1,-2393,-59,55,160,1372,985,CRASH_R
147434,1970,1498,3898,1,-7,0,-2400,-60,55,160,1372,992,CRASH_R
147442,1967,1481,3898,-3,-17,0,-2417,-60,55,160,1372,1000,CRASH_R
147452,1966,1481,3900,-1,0,2,-2419,-60,55,160,1372,1011,CRASH_R
147461,1966,1480,3898,0,-1,-2,-2418,-60,55,160,1372,1018,CRASH_R
147469,1993,1480,3899,27,0,1,-2419,-60,55,160,1372,1026,CRASH_R
147504,1993,1485,3897,0,5,-2,-2412,-60,55,160,1372,1062,CRASH_R
